Evt_lab,Start,End,TotalPrecip_mm,Max_Intensity,Dur_hr,PreDry_Dur_hr
761,7/6/1953 18:00,7/6/1953 18:00,0.25,0.25,1,23
763,7/9/1953 16:00,7/9/1953 19:00,3.81,1.52,4,69
765,7/10/1953 14:00,7/10/1953 18:00,90.43,83.57,5,18
767,7/11/1953 4:00,7/11/1953 5:00,3.05,2.54,2,9
769,7/13/1953 1:00,7/13/1953 2:00,2.8,1.78,2,43
771,7/13/1953 8:00,7/13/1953 11:00,0.76,0.51,4,5
773,7/15/1953 17:00,7/15/1953 20:00,2.79,2.29,4,53
775,7/17/1953 12:00,7/17/1953 12:00,0.51,0.51,1,39
777,7/19/1953 15:00,7/19/1953 23:00,42.92,23.11,9,50
779,7/21/1953 17:00,7/21/1953 22:00,14.72,10.41,6,41
781,7/23/1953 17:00,7/23/1953 19:00,11.43,5.84,3,42
783,7/24/1953 13:00,7/24/1953 13:00,1.02,1.02,1,17
785,7/25/1953 13:00,7/25/1953 13:00,0.51,0.51,1,23
787,7/26/1953 0:00,7/26/1953 17:00,26.66,6.35,18,10
789,7/27/1953 17:00,7/27/1953 17:00,0.25,0.25,1,23
791,8/4/1953 19:00,8/4/1953 22:00,14.22,8.13,4,193
793,8/7/1953 21:00,8/7/1953 21:00,10.41,10.41,1,70
795,8/8/1953 14:00,8/8/1953 14:00,0.76,0.76,1,16
797,8/10/1953 16:00,8/10/1953 17:00,3.3,3.05,2,49
799,8/11/1953 17:00,8/11/1953 17:00,0.76,0.76,1,23
801,8/16/1953 11:00,8/16/1953 13:00,6.35,4.32,3,113
803,8/17/1953 13:00,8/17/1953 21:00,2.03,0.76,9,23
805,8/18/1953 12:00,8/18/1953 16:00,4.06,2.29,5,14
807,8/19/1953 12:00,8/19/1953 15:00,9.4,5.08,4,19
809,8/20/1953 7:00,8/20/1953 7:00,1.02,1.02,1,15
811,8/20/1953 13:00,8/20/1953 18:00,20.83,14.22,6,5
813,8/21/1953 14:00,8/22/1953 1:00,96.51,27.43,12,19
815,8/22/1953 17:00,8/22/1953 17:00,0.51,0.51,1,15
817,8/23/1953 10:00,8/23/1953 16:00,18.03,8.89,7,16
819,8/24/1953 3:00,8/24/1953 5:00,4.31,2.54,3,10
821,8/24/1953 13:00,8/24/1953 18:00,3.81,3.56,6,7
823,8/25/1953 10:00,8/25/1953 21:00,18.55,11.94,12,15
825,8/26/1953 16:00,8/26/1953 21:00,10.91,5.33,6,18
827,8/27/1953 16:00,8/27/1953 23:00,21.85,7.11,8,18
829,8/28/1953 7:00,8/28/1953 10:00,1.78,1.02,4,7
831,8/28/1953 17:00,8/28/1953 17:00,0.25,0.25,1,6
833,8/29/1953 7:00,8/29/1953 7:00,2.54,2.54,1,13
835,8/30/1953 3:00,8/30/1953 3:00,2.29,2.29,1,19
837,8/31/1953 8:00,8/31/1953 19:00,59.45,10.92,12,28
839,9/2/1953 13:00,9/2/1953 15:00,11.68,5.84,3,41
841,9/3/1953 14:00,9/3/1953 14:00,4.83,4.83,1,22
843,9/4/1953 18:00,9/4/1953 19:00,7.11,6.86,2,27
845,9/6/1953 16:00,9/6/1953 16:00,1.52,1.52,1,44
847,9/7/1953 5:00,9/7/1953 5:00,0.51,0.51,1,12
849,9/10/1953 3:00,9/10/1953 11:00,10.41,4.83,9,69
851,9/18/1953 8:00,9/18/1953 9:00,14.48,13.46,2,188
853,9/18/1953 17:00,9/18/1953 17:00,0.25,0.25,1,7
855,9/19/1953 17:00,9/19/1953 19:00,2.79,2.29,3,23
857,9/20/1953 16:00,9/20/1953 16:00,0.51,0.51,1,20
859,9/23/1953 7:00,9/25/1953 3:00,98.77,20.07,45,62
861,9/25/1953 11:00,9/25/1953 21:00,5.33,2.29,11,7
863,9/26/1953 4:00,9/26/1953 18:00,65.53,14.73,15,6
865,9/27/1953 0:00,9/27/1953 0:00,9.4,9.4,1,5
867,9/27/1953 6:00,9/27/1953 6:00,0.25,0.25,1,5
869,9/29/1953 5:00,9/29/1953 6:00,1.01,0.76,2,46
871,9/29/1953 13:00,9/29/1953 16:00,2.53,2.03,4,6
873,9/30/1953 6:00,9/30/1953 20:00,16,8.64,15,13
875,10/2/1953 4:00,10/2/1953 4:00,1.52,1.52,1,31
877,10/2/1953 12:00,10/3/1953 21:00,37.33,6.35,34,7
879,10/4/1953 5:00,10/5/1953 0:00,19.05,6.6,20,7
881,10/5/1953 7:00,10/5/1953 13:00,11.68,7.11,7,6
883,10/8/1953 7:00,10/8/1953 10:00,8.13,4.32,4,65
885,10/8/1953 17:00,10/9/1953 18:00,57.88,12.7,26,6
887,10/28/1953 6:00,10/28/1953 11:00,2.28,0.76,6,443
889,11/5/1953 9:00,11/5/1953 16:00,18.53,6.86,8,189
891,11/5/1953 23:00,11/6/1953 10:00,5.06,2.29,12,6
893,11/10/1953 1:00,11/10/1953 17:00,8.63,2.79,17,86
895,11/23/1953 6:00,11/23/1953 6:00,1.27,1.27,1,300
897,11/24/1953 18:00,11/24/1953 21:00,4.06,1.78,4,35
899,11/25/1953 4:00,11/25/1953 5:00,6.6,6.35,2,6
901,12/4/1953 13:00,12/4/1953 18:00,28.7,12.45,6,223
903,12/6/1953 3:00,12/6/1953 3:00,0.25,0.25,1,32
905,12/6/1953 18:00,12/6/1953 20:00,6.1,3.05,3,14
907,12/10/1953 6:00,12/10/1953 7:00,1.53,1.02,2,81
909,12/13/1953 10:00,12/14/1953 2:00,47.23,31.75,17,74
911,12/21/1953 7:00,12/21/1953 7:00,1.78,1.78,1,172
913,12/22/1953 17:00,12/23/1953 7:00,28.45,4.32,15,33
915,12/23/1953 14:00,12/23/1953 14:00,0.25,0.25,1,6
917,12/24/1953 7:00,12/24/1953 9:00,8.13,4.57,3,16
919,12/25/1953 4:00,12/25/1953 21:00,44.94,8.89,18,18
921,12/28/1953 15:00,12/28/1953 15:00,0.25,0.25,1,65
923,12/29/1953 21:00,12/30/1953 9:00,9.13,2.29,13,29
925,12/30/1953 17:00,12/30/1953 22:00,3.05,2.54,6,7
927,1/3/1954 7:00,1/3/1954 8:00,0.5,0.25,2,80
929,1/11/1954 0:00,1/11/1954 2:00,5.59,3.56,3,183
931,1/11/1954 9:00,1/11/1954 12:00,11.42,8.89,4,6
933,1/16/1954 10:00,1/16/1954 10:00,0.25,0.25,1,117
935,1/18/1954 22:00,1/18/1954 22:00,0.25,0.25,1,59
937,1/26/1954 1:00,1/26/1954 10:00,3.28,1.52,10,170
939,1/31/1954 2:00,1/31/1954 2:00,0.25,0.25,1,111
941,2/7/1954 19:00,2/8/1954 11:00,21.6,4.83,17,184
943,2/11/1954 10:00,2/11/1954 11:00,4.83,3.81,2,70
945,2/11/1954 23:00,2/11/1954 23:00,0.25,0.25,1,11
947,2/20/1954 14:00,2/20/1954 15:00,4.31,4.06,2,206
949,2/24/1954 14:00,2/24/1954 16:00,12.19,9.65,3,94
951,2/24/1954 22:00,2/24/1954 22:00,0.25,0.25,1,5
953,2/28/1954 6:00,2/28/1954 6:00,0.25,0.25,1,79
955,2/28/1954 22:00,2/28/1954 22:00,0.51,0.51,1,15
957,3/3/1954 9:00,3/3/1954 10:00,0.76,0.51,2,58
959,3/6/1954 11:00,3/6/1954 16:00,8.12,2.03,6,72
961,3/14/1954 8:00,3/14/1954 8:00,2.54,2.54,1,183
963,3/19/1954 9:00,3/19/1954 20:00,25.9,7.62,12,120
965,4/1/1954 9:00,4/1/1954 9:00,0.25,0.25,1,300
967,4/6/1954 21:00,4/6/1954 21:00,2.29,2.29,1,131
969,4/10/1954 16:00,4/10/1954 18:00,1.01,0.51,3,90
971,4/11/1954 0:00,4/11/1954 1:00,0.5,0.25,2,5
973,4/12/1954 17:00,4/12/1954 17:00,3.05,3.05,1,39
975,4/17/1954 3:00,4/17/1954 3:00,0.25,0.25,1,105
977,4/22/1954 9:00,4/22/1954 10:00,2.03,1.78,2,125
979,5/3/1954 16:00,5/3/1954 16:00,3.05,3.05,1,269
981,5/4/1954 12:00,5/4/1954 12:00,0.51,0.51,1,19
983,5/13/1954 0:00,5/13/1954 0:00,0.25,0.25,1,203
985,5/13/1954 14:00,5/13/1954 15:00,6.35,3.81,2,13
987,5/19/1954 5:00,5/19/1954 6:00,0.76,0.51,2,133
989,5/27/1954 13:00,5/27/1954 14:00,5.08,2.54,2,198
991,5/27/1954 23:00,5/27/1954 23:00,0.76,0.76,1,8
993,5/28/1954 22:00,5/29/1954 0:00,1.01,0.76,3,22
995,5/29/1954 12:00,5/29/1954 12:00,0.76,0.76,1,11
997,6/3/1954 13:00,6/3/1954 13:00,1.02,1.02,1,120
999,6/4/1954 9:00,6/4/1954 11:00,2.79,2.54,3,19
1001,6/10/1954 18:00,6/11/1954 0:00,25.65,10.41,7,150
1003,6/16/1954 12:00,6/16/1954 12:00,0.51,0.51,1,131
1005,6/18/1954 7:00,6/18/1954 7:00,0.25,0.25,1,42
1007,6/18/1954 21:00,6/19/1954 0:00,27.94,17.53,4,13
1009,6/19/1954 16:00,6/20/1954 15:00,11.68,5.59,24,15
1011,6/23/1954 16:00,6/23/1954 20:00,5.83,2.79,5,72
1013,6/30/1954 16:00,6/30/1954 21:00,7.11,3.56,6,163
1015,7/4/1954 16:00,7/4/1954 22:00,57.14,43.18,7,90
1017,7/5/1954 13:00,7/5/1954 13:00,0.25,0.25,1,14
1019,7/9/1954 11:00,7/10/1954 2:00,62.97,23.37,16,93
1021,7/10/1954 17:00,7/11/1954 0:00,2.03,1.27,8,14
1023,7/17/1954 19:00,7/17/1954 21:00,9.66,5.59,3,162
1025,7/23/1954 21:00,7/23/1954 21:00,0.25,0.25,1,143
1027,7/26/1954 11:00,7/26/1954 13:00,12.69,12.19,3,61
1029,8/3/1954 15:00,8/3/1954 15:00,3.56,3.56,1,193
1031,8/6/1954 21:00,8/7/1954 0:00,1.27,1.02,4,77
1033,8/9/1954 18:00,8/9/1954 19:00,8.38,7.87,2,65
1035,8/10/1954 14:00,8/10/1954 20:00,2.02,0.76,7,18
1037,8/19/1954 19:00,8/19/1954 19:00,0.76,0.76,1,214
1039,8/24/1954 14:00,8/24/1954 19:00,27.93,21.34,6,114
1041,8/28/1954 23:00,8/29/1954 1:00,2.03,1.27,3,99
1043,8/29/1954 18:00,8/29/1954 20:00,16.25,10.41,3,16
1045,8/31/1954 20:00,8/31/1954 21:00,40.9,35.31,2,47
1047,9/1/1954 13:00,9/1/1954 15:00,4.31,3.3,3,15
1049,9/2/1954 18:00,9/2/1954 22:00,4.57,4.32,5,26
1051,9/3/1954 4:00,9/3/1954 18:00,7.87,2.79,15,5
1053,9/7/1954 11:00,9/7/1954 11:00,3.56,3.56,1,88
1055,9/10/1954 22:00,9/11/1954 0:00,28.96,27.18,3,82
1057,9/11/1954 14:00,9/11/1954 17:00,6.85,3.3,4,13
1059,9/13/1954 20:00,9/13/1954 20:00,0.51,0.51,1,50
1061,9/14/1954 4:00,9/14/1954 4:00,0.25,0.25,1,7
1063,9/14/1954 15:00,9/15/1954 12:00,85.06,19.3,22,10
1065,9/17/1954 20:00,9/18/1954 0:00,6.6,2.03,5,55
1067,9/18/1954 12:00,9/18/1954 14:00,25.65,19.05,3,11
1069,9/22/1954 10:00,9/22/1954 11:00,2.79,1.52,2,91
1071,9/23/1954 15:00,9/24/1954 6:00,3.3,0.76,16,27
1073,9/24/1954 14:00,9/24/1954 14:00,2.54,2.54,1,7
1075,9/24/1954 21:00,9/24/1954 22:00,2.79,2.54,2,6
1077,9/25/1954 6:00,9/26/1954 3:00,15.22,4.83,22,7
1079,9/26/1954 13:00,9/26/1954 17:00,19.81,15.49,5,9
1081,9/30/1954 13:00,9/30/1954 15:00,1.01,0.76,3,91
1083,10/1/1954 23:00,10/1/1954 23:00,0.25,0.25,1,31
1085,10/2/1954 15:00,10/2/1954 15:00,0.25,0.25,1,15
1087,10/3/1954 1:00,10/3/1954 1:00,2.03,2.03,1,9
1089,10/7/1954 11:00,10/8/1954 9:00,129.04,43.18,23,105
1091,10/9/1954 13:00,10/9/1954 17:00,1.27,0.76,5,27
1093,10/10/1954 11:00,10/10/1954 11:00,0.25,0.25,1,17
1095,10/10/1954 20:00,10/10/1954 23:00,2.28,2.03,4,8
1097,10/14/1954 7:00,10/14/1954 12:00,9.14,5.59,6,79
1099,10/14/1954 19:00,10/14/1954 22:00,2.28,1.27,4,6
1101,10/29/1954 17:00,10/29/1954 20:00,11.44,7.37,4,354
1103,11/5/1954 4:00,11/5/1954 6:00,1.02,0.51,3,151
1105,11/10/1954 12:00,11/10/1954 15:00,3.54,1.52,4,125
1107,11/12/1954 2:00,11/12/1954 6:00,0.5,0.25,5,34
1109,11/14/1954 6:00,11/14/1954 16:00,31.24,14.22,11,47
1111,11/17/1954 2:00,11/17/1954 6:00,1.26,0.76,5,57
1113,11/23/1954 1:00,11/23/1954 4:00,4.58,1.78,4,138
1115,11/29/1954 6:00,11/29/1954 6:00,0.51,0.51,1,145
1117,12/6/1954 1:00,12/6/1954 4:00,7.11,3.56,4,162
1119,12/6/1954 12:00,12/6/1954 17:00,3.04,1.52,6,7
1121,12/9/1954 14:00,12/9/1954 17:00,2.28,1.52,4,68
1123,12/13/1954 10:00,12/13/1954 19:00,24.39,7.37,10,88
1125,12/18/1954 1:00,12/18/1954 5:00,13.2,7.62,5,101
1127,12/27/1954 6:00,12/27/1954 6:00,0.76,0.76,1,216
1129,1/11/1955 3:00,1/11/1955 3:00,0.25,0.25,1,356
1131,1/16/1955 15:00,1/16/1955 17:00,12.2,10.67,3,131
1133,1/17/1955 7:00,1/17/1955 9:00,0.76,0.51,3,13
1135,1/18/1955 15:00,1/19/1955 0:00,12.94,9.91,10,29
1137,1/22/1955 10:00,1/22/1955 15:00,3.3,1.02,6,81
1139,1/23/1955 5:00,1/24/1955 3:00,39.86,5.84,23,13
1141,1/24/1955 12:00,1/24/1955 20:00,9.14,4.06,9,8
1143,2/7/1955 2:00,2/7/1955 8:00,26.15,10.16,7,317
1145,2/7/1955 19:00,2/8/1955 3:00,24.38,11.18,9,10
1147,2/11/1955 3:00,2/11/1955 12:00,11.94,3.05,10,71
1149,3/22/1955 9:00,3/22/1955 11:00,7.11,4.06,3,932
1151,3/28/1955 6:00,3/29/1955 1:00,35.04,5.59,20,138
1153,4/2/1955 12:00,4/2/1955 16:00,4.57,2.03,5,106
1155,4/7/1955 16:00,4/7/1955 17:00,9.14,7.11,2,119
1157,4/11/1955 17:00,4/11/1955 17:00,0.76,0.76,1,95
1159,4/13/1955 19:00,4/13/1955 21:00,4.83,4.32,3,49
1161,4/14/1955 11:00,4/14/1955 16:00,18.79,8.89,6,13
1163,5/14/1955 18:00,5/14/1955 18:00,0.25,0.25,1,721
1165,5/15/1955 13:00,5/15/1955 16:00,50.55,25.65,4,18
1167,5/16/1955 21:00,5/16/1955 22:00,0.5,0.25,2,28
1169,5/17/1955 15:00,5/17/1955 15:00,0.76,0.76,1,16
1171,5/20/1955 12:00,5/20/1955 17:00,11.68,4.32,6,68
1173,5/21/1955 16:00,5/21/1955 17:00,14.23,8.64,2,22
1175,5/22/1955 17:00,5/22/1955 19:00,17.27,15.24,3,23
1177,5/23/1955 18:00,5/23/1955 18:00,1.27,1.27,1,22
1179,5/29/1955 17:00,5/29/1955 18:00,18.03,16.76,2,142
1181,6/10/1955 16:00,6/10/1955 16:00,20.57,20.57,1,285
1183,6/11/1955 8:00,6/11/1955 9:00,1.77,1.52,2,15
1185,6/11/1955 15:00,6/11/1955 15:00,0.51,0.51,1,5
1187,6/15/1955 13:00,6/15/1955 15:00,9.4,6.1,3,93
1189,6/17/1955 8:00,6/17/1955 8:00,0.25,0.25,1,40
1191,6/17/1955 19:00,6/18/1955 5:00,5.33,3.05,11,10
1193,6/19/1955 18:00,6/19/1955 18:00,2.03,2.03,1,36
1195,6/23/1955 22:00,6/24/1955 0:00,1.77,1.27,3,99
1197,6/25/1955 21:00,6/25/1955 22:00,0.76,0.51,2,44
1199,6/26/1955 17:00,6/26/1955 21:00,19.06,12.45,5,18
1201,6/27/1955 18:00,6/27/1955 22:00,2.29,1.27,5,20
1203,6/28/1955 15:00,6/28/1955 19:00,3.81,1.27,5,16
1205,6/30/1955 0:00,6/30/1955 0:00,1.02,1.02,1,28
1207,7/2/1955 13:00,7/2/1955 14:00,3.81,3.3,2,60
1209,7/3/1955 12:00,7/3/1955 12:00,16,16,1,21
1211,7/9/1955 16:00,7/9/1955 18:00,17.52,15.49,3,147
1213,7/10/1955 13:00,7/10/1955 15:00,1.52,0.76,3,18
1215,7/11/1955 15:00,7/11/1955 15:00,0.25,0.25,1,23
1217,7/12/1955 16:00,7/12/1955 17:00,6.61,4.32,2,24
1219,7/15/1955 12:00,7/15/1955 12:00,7.37,7.37,1,66
1221,7/22/1955 18:00,7/22/1955 19:00,5.58,5.33,2,173
1223,7/23/1955 17:00,7/23/1955 20:00,42.67,20.57,4,21
1225,7/24/1955 20:00,7/24/1955 21:00,1.52,1.27,2,23
1227,7/25/1955 11:00,7/25/1955 15:00,4.32,3.05,5,13
1229,7/27/1955 23:00,7/28/1955 3:00,32.51,18.29,5,55
1231,7/31/1955 12:00,7/31/1955 12:00,0.76,0.76,1,80
1233,8/2/1955 12:00,8/2/1955 12:00,2.54,2.54,1,47
1235,8/13/1955 13:00,8/13/1955 13:00,3.3,3.3,1,264
1237,8/14/1955 11:00,8/14/1955 16:00,2.03,1.78,6,21
1239,8/15/1955 10:00,8/15/1955 12:00,5.08,2.54,3,17
1241,8/21/1955 13:00,8/21/1955 14:00,2.03,1.27,2,144
1243,8/23/1955 2:00,8/23/1955 5:00,1.52,0.51,4,35
1245,8/23/1955 17:00,8/23/1955 21:00,1,0.25,5,11
1247,8/24/1955 14:00,8/24/1955 15:00,43.43,35.81,2,16
1249,8/25/1955 15:00,8/25/1955 18:00,36.83,31.24,4,23
1251,9/1/1955 18:00,9/1/1955 23:00,24.39,8.64,6,167
1253,9/2/1955 16:00,9/2/1955 20:00,2.79,2.54,5,16
1255,9/3/1955 14:00,9/3/1955 17:00,16,7.62,4,17
1257,9/5/1955 6:00,9/5/1955 6:00,0.25,0.25,1,36
1259,9/5/1955 12:00,9/5/1955 12:00,0.25,0.25,1,5
1261,9/6/1955 22:00,9/6/1955 23:00,0.5,0.25,2,33
1263,9/8/1955 17:00,9/8/1955 18:00,3.04,2.79,2,41
1265,9/9/1955 5:00,9/9/1955 6:00,3.05,2.54,2,10
1267,9/9/1955 12:00,9/10/1955 9:00,19.8,5.08,22,5
1269,9/11/1955 18:00,9/11/1955 19:00,45.47,44.45,2,32
1271,9/12/1955 15:00,9/12/1955 19:00,3.81,2.54,5,19
1273,9/13/1955 20:00,9/14/1955 0:00,7.61,4.32,5,24
1275,9/14/1955 13:00,9/14/1955 18:00,2.03,1.52,6,12
1277,9/15/1955 19:00,9/15/1955 21:00,1.01,0.51,3,24
1279,9/17/1955 9:00,9/17/1955 23:00,26.16,11.18,15,35
1281,9/18/1955 5:00,9/18/1955 7:00,24.38,20.32,3,5
1283,9/26/1955 11:00,9/27/1955 0:00,20.06,14.48,14,195
1285,9/28/1955 13:00,9/28/1955 15:00,67.56,43.18,3,36
1287,10/3/1955 4:00,10/3/1955 15:00,56.11,21.08,12,108
1289,10/3/1955 21:00,10/4/1955 8:00,12.43,8.38,12,5
1291,10/4/1955 20:00,10/5/1955 19:00,23.61,6.86,24,11
1293,10/9/1955 4:00,10/9/1955 4:00,0.25,0.25,1,80
1295,10/17/1955 2:00,10/17/1955 7:00,20.82,9.4,6,189
1297,10/29/1955 5:00,10/29/1955 9:00,22.86,8.64,5,285
1299,11/3/1955 18:00,11/3/1955 18:00,0.51,0.51,1,128
1301,11/9/1955 23:00,11/10/1955 7:00,22.09,7.37,9,148
1303,11/26/1955 2:00,11/26/1955 3:00,25.65,23.11,2,378
1305,12/5/1955 17:00,12/6/1955 4:00,1.26,0.51,12,229
1307,12/6/1955 15:00,12/6/1955 20:00,1.26,0.76,6,10
1309,12/8/1955 16:00,12/8/1955 16:00,0.25,0.25,1,43
1311,12/27/1955 15:00,12/27/1955 17:00,2.53,2.03,3,454
1313,1/4/1956 2:00,1/4/1956 5:00,12.2,5.59,4,176
1315,1/16/1956 10:00,1/16/1956 11:00,3.81,2.54,2,292
1317,1/22/1956 10:00,1/22/1956 18:00,30.47,18.03,9,142
1319,1/23/1956 11:00,1/23/1956 15:00,27.43,18.54,5,16
1321,2/1/1956 4:00,2/1/1956 10:00,1.51,0.76,7,204
1323,2/1/1956 20:00,2/1/1956 21:00,2.79,2.03,2,9
1325,2/4/1956 1:00,2/4/1956 7:00,3.04,1.27,7,51
1327,2/5/1956 15:00,2/5/1956 15:00,0.76,0.76,1,31
1329,2/6/1956 15:00,2/6/1956 18:00,19.3,14.48,4,23
1331,2/10/1956 2:00,2/10/1956 2:00,0.25,0.25,1,79
1333,2/10/1956 14:00,2/11/1956 0:00,17.77,5.33,11,11
1335,2/16/1956 3:00,2/16/1956 7:00,16.76,8.13,5,122
1337,2/20/1956 14:00,2/20/1956 15:00,5.59,3.56,2,102
1339,2/26/1956 0:00,2/26/1956 5:00,6.86,2.03,6,128
1341,3/2/1956 15:00,3/2/1956 18:00,3.81,2.03,4,129
1343,3/3/1956 8:00,3/3/1956 15:00,14.49,4.83,8,13
1345,3/8/1956 11:00,3/8/1956 11:00,0.25,0.25,1,115
1347,3/16/1956 13:00,3/16/1956 14:00,2.04,1.02,2,193
1349,4/10/1956 13:00,4/10/1956 21:00,14.47,4.32,9,598
1351,4/16/1956 8:00,4/16/1956 8:00,3.3,3.3,1,130
1353,4/24/1956 15:00,4/25/1956 18:00,41.41,4.32,28,198
1355,5/1/1956 15:00,5/1/1956 19:00,3.04,2.54,5,140
1357,5/3/1956 12:00,5/3/1956 20:00,29.21,14.48,9,40
1359,5/4/1956 19:00,5/4/1956 22:00,5.33,3.81,4,22
1361,5/5/1956 10:00,5/5/1956 10:00,0.51,0.51,1,11
1363,5/6/1956 13:00,5/7/1956 0:00,29.96,10.16,12,26
1365,5/7/1956 8:00,5/7/1956 8:00,1.78,1.78,1,7
1367,5/7/1956 14:00,5/7/1956 15:00,10.92,5.59,2,5
1369,5/24/1956 17:00,5/24/1956 19:00,17.78,15.24,3,409
1371,5/25/1956 19:00,5/25/1956 19:00,0.25,0.25,1,23
1373,5/26/1956 7:00,5/26/1956 10:00,2.28,1.27,4,11
1375,6/1/1956 16:00,6/1/1956 18:00,46.23,36.07,3,149
1377,6/5/1956 15:00,6/5/1956 15:00,14.73,14.73,1,92
1379,6/9/1956 14:00,6/9/1956 16:00,2.54,1.52,3,94
1381,6/16/1956 11:00,6/16/1956 12:00,5.85,4.83,2,162
1383,6/16/1956 20:00,6/16/1956 20:00,0.25,0.25,1,7
1385,6/19/1956 18:00,6/19/1956 21:00,28.45,22.86,4,69
1387,6/21/1956 19:00,6/21/1956 20:00,1.01,0.76,2,45
1389,6/23/1956 15:00,6/23/1956 15:00,2.79,2.79,1,42
1391,6/24/1956 13:00,6/24/1956 18:00,37.34,32.26,6,21
1393,6/26/1956 0:00,6/26/1956 0:00,0.76,0.76,1,29
1395,6/26/1956 20:00,6/26/1956 21:00,10.92,9.65,2,19
1397,6/27/1956 11:00,6/27/1956 14:00,17.02,7.11,4,13
1399,6/28/1956 14:00,6/28/1956 17:00,31.99,19.3,4,23
1401,7/1/1956 16:00,7/1/1956 21:00,37.34,17.02,6,70
1403,7/4/1956 13:00,7/4/1956 17:00,5.08,4.83,5,63
1405,7/5/1956 14:00,7/5/1956 17:00,27.69,23.37,4,20
1407,7/6/1956 17:00,7/6/1956 18:00,21.84,11.68,2,23
1409,7/7/1956 18:00,7/7/1956 19:00,6.35,5.59,2,23
1411,7/9/1956 17:00,7/9/1956 17:00,3.81,3.81,1,45
1413,7/10/1956 9:00,7/10/1956 12:00,1.01,0.76,4,15
1415,7/16/1956 18:00,7/16/1956 20:00,38.6,36.32,3,149
1417,7/17/1956 18:00,7/17/1956 20:00,23.37,20.83,3,21
1419,7/20/1956 18:00,7/20/1956 21:00,31.24,27.69,4,69
1421,7/26/1956 18:00,7/26/1956 22:00,9.14,5.08,5,140
1423,7/29/1956 19:00,7/29/1956 19:00,3.81,3.81,1,68
1425,7/31/1956 18:00,7/31/1956 18:00,0.25,0.25,1,46
1427,8/3/1956 20:00,8/3/1956 20:00,0.76,0.76,1,73
1429,8/4/1956 11:00,8/4/1956 15:00,2.53,1.52,5,14
1431,8/9/1956 11:00,8/9/1956 11:00,1.27,1.27,1,115
1433,8/11/1956 17:00,8/11/1956 17:00,9.65,9.65,1,53
1435,8/15/1956 18:00,8/15/1956 22:00,56.65,26.42,5,96
1437,8/21/1956 12:00,8/21/1956 15:00,8.89,6.1,4,133
1439,8/28/1956 18:00,8/28/1956 19:00,24.9,22.61,2,170
1441,8/30/1956 16:00,8/30/1956 18:00,22.36,15.24,3,44
1443,8/31/1956 19:00,8/31/1956 19:00,6.1,6.1,1,24
1445,9/5/1956 7:00,9/5/1956 7:00,5.84,5.84,1,107
1447,9/6/1956 4:00,9/6/1956 7:00,7.62,6.86,4,20
1449,9/7/1956 2:00,9/7/1956 2:00,0.76,0.76,1,18
1451,9/8/1956 10:00,9/8/1956 14:00,6.85,5.33,5,31
1453,9/17/1956 13:00,9/17/1956 14:00,3.56,3.05,2,214
1455,9/18/1956 20:00,9/18/1956 22:00,4.06,3.05,3,29
1457,9/19/1956 16:00,9/19/1956 16:00,5.08,5.08,1,17
1459,9/23/1956 13:00,9/23/1956 13:00,5.59,5.59,1,92
1461,9/24/1956 17:00,9/24/1956 20:00,22.1,18.8,4,27
1463,9/25/1956 3:00,9/25/1956 11:00,10.66,5.08,9,6
1465,9/29/1956 4:00,9/29/1956 10:00,1.26,0.76,7,88
1467,10/3/1956 15:00,10/3/1956 16:00,8.64,7.62,2,100
1469,10/4/1956 10:00,10/4/1956 11:00,0.76,0.51,2,17
1471,10/5/1956 22:00,10/5/1956 22:00,0.25,0.25,1,34
1473,10/6/1956 16:00,10/6/1956 20:00,22.09,9.65,5,17
1475,10/12/1956 20:00,10/13/1956 10:00,16.23,5.08,15,143
1477,10/14/1956 2:00,10/14/1956 22:00,16.24,5.84,21,15
1479,10/15/1956 7:00,10/17/1956 5:00,219.45,19.56,47,8
1481,10/20/1956 21:00,10/21/1956 8:00,16.25,6.6,12,87
1483,10/21/1956 17:00,10/21/1956 18:00,20.57,20.32,2,8
1485,10/22/1956 8:00,10/22/1956 10:00,11.43,7.87,3,13
1487,10/22/1956 18:00,10/22/1956 19:00,8.63,4.57,2,7
1489,10/25/1956 18:00,10/25/1956 20:00,0.5,0.25,3,70
1491,10/26/1956 6:00,10/26/1956 6:00,0.25,0.25,1,9
1493,11/4/1956 9:00,11/4/1956 16:00,1.52,0.51,8,218
1495,11/8/1956 15:00,11/8/1956 18:00,6.6,5.33,4,94
1497,11/22/1956 1:00,11/22/1956 1:00,0.25,0.25,1,318
1499,11/30/1956 5:00,11/30/1956 5:00,1.27,1.27,1,195
1501,12/24/1956 10:00,12/24/1956 10:00,1.02,1.02,1,580
1503,1/15/1957 2:00,1/15/1957 4:00,0.5,0.25,3,519
1505,1/15/1957 16:00,1/15/1957 16:00,3.81,3.81,1,11
1507,1/16/1957 6:00,1/16/1957 6:00,0.51,0.51,1,13
1509,1/21/1957 11:00,1/21/1957 11:00,0.25,0.25,1,124
1511,1/21/1957 18:00,1/22/1957 1:00,1.77,0.51,8,6
1513,1/22/1957 7:00,1/22/1957 11:00,1.53,0.51,5,5
1515,2/11/1957 8:00,2/11/1957 13:00,4.31,2.29,6,476
1517,2/16/1957 19:00,2/16/1957 19:00,0.25,0.25,1,125
1519,2/19/1957 1:00,2/19/1957 3:00,4.06,1.78,3,53
